minute,value
1.0,-2
2.0,5
3.0,5
4.0,2
5.0,9
6.0,8
7.0,-64
8.0,-35
9.0,-15
10.0,-14
11.0,-8
12.0,-5
13.0,6
14.0,2
15.0,8
16.0,-60
17.0,-28
18.0,-22
19.0,-63
20.0,-42
21.0,-55
22.0,-82
23.0,-48
24.0,-64
25.0,-32
26.0,-16
27.0,6
28.0,37
29.0,51
30.0,32
31.0,20
32.0,8
33.0,-5
34.0,11
35.0,11
36.0,3
37.0,3
38.0,-44
39.0,36
40.0,7
41.0,11
42.0,8
43.0,-29
44.0,-35
45.0,-15
45.5,0
46.0,1
47.0,37
48.0,28
49.0,38
50.0,24
51.0,-34
52.0,-14
53.0,-8
54.0,7
55.0,2
56.0,-4
57.0,-10
58.0,-5
59.0,-2
60.0,-5
61.0,-2
62.0,-5
63.0,-7
64.0,-3
65.0,11
66.0,7
67.0,46
68.0,30
69.0,-29
70.0,-2
71.0,2
72.0,-2
73.0,7
74.0,7
75.0,5
76.0,4
77.0,39
78.0,24
79.0,35
80.0,17
81.0,1
82.0,-32
83.0,-68
84.0,-41
85.0,77
86.0,33
87.0,23
88.0,64
89.0,54
90.0,57
90.5,5
